unix_time,board_vram_bytes,gpu_busy_percent,power_microwatts,temperature_millidegrees,rss_bytes
1789919812.4102294,12778745856,100,328000000,65000,7867609088
1789919813.4107602,12778745856,100,325000000,65000,7867609088
1789919814.4112015,12778745856,100,327000000,65000,7867609088
1789919815.4117553,12778745856,99,324000000,65000,7867609088
1789919816.4124253,12778745856,100,326000000,65000,7867609088
1789919817.4131444,12778758144,99,323000000,65000,7867654144
1789919818.4138017,12778778624,100,327000000,65000,7867998208
1789919819.41434,12778778624,100,325000000,65000,7867998208
1789919820.4147873,12778803200,95,312000000,65000,7869202432
1789919821.4151952,12778819584,100,329000000,65000,7869222912
1789919822.4155934,12778819584,99,325000000,65000,7869231104
1789919823.4162478,12778819584,100,327000000,65000,7869231104
1789919824.416719,12778819584,100,326000000,65000,7869231104
1789919825.417549,12778819584,99,325000000,65000,7869231104
1789919826.4180212,12778852352,100,327000000,65000,7871004672
1789919827.4186764,12778852352,100,327000000,65000,7871004672
1789919828.4193506,12778852352,100,327000000,65000,7871004672
1789919829.4199133,12778872832,100,322000000,65000,7871352832
1789919830.4205172,12778872832,100,327000000,65000,7871352832
1789919831.4212406,12778872832,100,326000000,65000,7871352832
1789919832.5342877,12778872832,54,209000000,64000,7871352832
1789919833.5348947,12778893312,100,331000000,64000,7871373312
1789919834.5412216,12778905600,100,351000000,65000,7871688704
1789919835.5417736,12778926080,100,326000000,65000,7871680512
1789919836.5425467,12778979328,100,326000000,65000,7873617920
1789919837.5429645,12778979328,100,325000000,65000,7873617920
1789919838.5436196,12778979328,99,323000000,65000,7873617920
1789919839.544539,12778979328,100,326000000,65000,7873617920
1789919840.545202,12778979328,100,326000000,65000,7873617920
1789919841.5461323,12778979328,100,327000000,65000,7873617920
1789919842.5466325,12778979328,99,325000000,65000,7873871872
1789919843.547196,12778995712,100,326000000,65000,7873859584
1789919844.548013,12778995712,100,327000000,65000,7873859584
1789919845.5486772,12778995712,100,326000000,65000,7873859584
1789919846.5491729,12779036672,100,326000000,65000,7875649536
1789919847.5499606,12779036672,100,327000000,65000,7875649536
1789919848.550714,12779057152,98,319000000,65000,7875670016
1789919849.551496,12779098112,100,325000000,65000,7877840896
1789919850.551899,12779102208,99,323000000,65000,7877840896
1789919851.552311,12779122688,100,327000000,65000,7877861376
1789919852.55276,12779122688,100,326000000,65000,7877861376
1789919853.5531409,12779122688,100,326000000,65000,7877861376
1789919854.553574,12779122688,99,325000000,65000,7877861376
1789919855.554233,12779163648,100,327000000,65000,7881269248
1789919856.5549688,12779163648,100,326000000,65000,7881269248
1789919857.555394,12779163648,100,327000000,65000,7881269248
1789919858.556391,12779163648,99,323000000,65000,7881269248
1789919859.5571313,12779192320,100,328000000,65000,7881306112
1789919860.55772,12779192320,100,326000000,65000,7881306112
1789919861.5582647,12779192320,100,327000000,65000,7881306112
1789919862.5587912,12779192320,100,327000000,65000,7881306112
1789919863.5592864,12779192320,100,327000000,65000,7881306112
1789919864.560023,12779192320,100,326000000,65000,7881306112
1789919865.5605624,12779192320,100,326000000,65000,7881306112
1789919866.5611408,12779192320,99,325000000,65000,7881306112
1789919867.5616481,12779192320,100,326000000,65000,7881306112
1789919868.5621564,12779192320,99,325000000,65000,7881306112
1789919869.5627117,12779192320,100,326000000,65000,7881306112
1789919870.563473,12779192320,100,326000000,65000,7881306112
1789919871.5640652,12779192320,100,327000000,65000,7881306112
1789919872.5645773,12779192320,99,325000000,65000,7881306112
1789919873.5650613,12779204608,100,326000000,65000,7881576448
1789919874.565694,12779225088,100,327000000,65000,7882342400
1789919875.5662508,12779225088,99,325000000,65000,7882342400
1789919876.5670235,12779225088,100,327000000,65000,7882342400
1789919877.5675325,12779225088,100,326000000,65000,7882342400
1789919878.5681481,12779225088,99,322000000,65000,7882342400
1789919879.5691257,12779225088,100,327000000,65000,7882342400
1789919880.5699258,12779245568,100,326000000,65000,7883194368
1789919881.5709007,12779245568,99,325000000,65000,7883194368
1789919882.5713804,12779245568,100,325000000,65000,7883194368
1789919883.572177,12779278336,99,325000000,65000,7883231232
1789919884.5727656,12779278336,100,326000000,65000,7883231232
1789919885.5731676,12779278336,100,326000000,65000,7883231232
1789919886.5737166,12779282432,100,326000000,65000,7883231232
1789919887.5742033,12779302912,100,326000000,65000,7883255808
1789919888.5747478,12779315200,100,327000000,65000,7883255808
